epoch,loss,val_loss
0,0.00023968001537971802,0.001258560605787647
1,2.5542906165667876e-05,0.00063723322936975568
2,1.5321326281581182e-05,0.00037576542377497097
3,1.5171862439313271e-05,8.1988030090927554e-05
4,1.309384691014436e-05,9.9603444002102013e-05
5,1.0659362572986954e-05,0.00026187848437132799
6,1.1270750376343849e-05,0.00029588104528532286
7,1.03447994314147e-05,7.2698330227836234e-05
8,9.0199716045386129e-06,0.0001058166591138689
9,7.1326132402927446e-06,0.00015773479168962472
10,8.23073617315413e-06,0.0004420495637417729
11,8.365651619096423e-06,7.3206267401687209e-05
12,8.0628120746661555e-06,0.00013017935367594242
13,7.2205131275151777e-06,0.00015204454860043019
14,6.1965619096519391e-06,0.0001645993614491434
15,7.2390391622209884e-06,0.00030046424132075398
16,6.6898877333169076e-06,4.8938248403066757e-05
17,6.5990998203481592e-06,0.00017646495030635993
18,6.7400124076302913e-06,5.8103533323905596e-05
19,6.5471012387029865e-06,0.00028135002323144182
20,7.3335400595937463e-06,8.0790828162191226e-05
21,6.4625967097444763e-06,0.00072897590399480651
22,6.1822450536372006e-06,0.00044629083460496805
23,5.7100314426315476e-06,0.00010252567692798759
24,6.9084655394771477e-06,8.3246163207526861e-05
25,4.7967246964679103e-06,0.0003786455465389965
26,6.3684763514733275e-06,5.1680153217046052e-05
27,5.2993064941627492e-06,0.00069557928935381336
28,6.0864813200481073e-06,0.00013939490151011619
29,5.411742882400753e-06,6.7169720791794178e-05
30,4.7201360126445316e-06,0.00013146564723118335
31,5.6322467317013698e-06,0.0002565536653803376
32,5.6275271809737159e-06,0.00014990441945678663
33,4.5129220117309792e-06,0.00018561008094751218
34,5.3992054658581347e-06,0.00054248810638537267
35,4.5678667615995053e-06,0.00021038274034917531
36,4.5554907888352226e-06,9.5833611704529995e-05
37,4.2768960640026044e-06,0.00025978276617762104
38,4.5828047981328548e-06,6.9336016757596235e-05
39,5.1570030287461059e-06,6.1272955373079549e-05
40,6.4353515636183425e-06,0.00063333898130646978
41,5.5160265021338134e-06,0.00016046143741117998
42,5.9703692751832811e-06,0.00033418052797814043
43,5.0676278913312873e-06,0.0001908164841707886
44,4.792164752821758e-06,0.00012526268363643312
45,5.0304521773467812e-06,0.00024867788145022606
46,4.4321391801305885e-06,8.9282148896804639e-05
47,3.9763943916142677e-06,0.00042722204526800343
48,3.8176481827759654e-06,0.00023000633064749218
49,3.0551735867129638e-06,0.0004480565130998494
50,4.037536283119869e-06,0.00032341548704845318
51,4.4946625267229572e-06,0.00063998889763260613
52,4.3457208201280963e-06,0.00011392434737957103
53,4.7167500311067422e-06,0.00029635819360542508
54,5.1264942409510421e-06,6.9157825097906287e-05
55,5.4462592200192867e-06,5.9736813520496138e-05
56,5.7062620125842949e-06,4.6822208009092854e-05
57,5.0148730889647577e-06,0.0002532733352373717
58,3.2312039578422912e-06,4.8377703519731811e-05
59,3.3477298117613581e-06,0.00067187674079553924
60,3.9021307470781474e-06,9.3971595954310422e-05
61,5.1246589437737045e-06,0.00021973595552858037
62,4.3342936525617544e-06,0.00027426621613608197
63,4.2129747436002835e-06,6.0519634644151665e-05
64,5.8433442683191278e-06,0.00012341080526983878
65,3.9900488909182676e-06,4.6429370609854097e-05
66,4.6367536795321768e-06,0.00020259170834243696
67,4.214918895539796e-06,0.00051400847095882873
68,3.687138950982171e-06,7.9642693017868211e-05
69,2.9567231559887236e-06,0.00017849925242862318
70,3.1991986945479028e-06,0.00029827716397457161
71,3.4829665657061778e-06,9.3244238070821646e-05
72,3.3404393089043115e-06,4.4991016972113639e-05
73,4.430654783023726e-06,9.7842339419576663e-05
74,4.1308264659702602e-06,9.0418362700032186e-05
75,5.087679272090728e-06,5.5133966475500733e-05
76,3.9146886844799187e-06,0.00032026167373096377
77,3.7330262242961184e-06,5.085740787336846e-05
78,4.583145335891869e-06,0.00051265313041759324
79,4.3225731425435022e-06,0.0013360336844008081
80,4.667106840311576e-06,8.970116079974498e-05
81,4.4324039766644229e-06,4.5700272936743647e-05
82,3.7747978031180561e-06,4.1430888787290972e-05
83,3.8756152928626207e-06,4.3678137174267887e-05
84,3.6471974954316225e-06,9.0867466791973424e-05
85,3.4371267400943808e-06,0.00058947854477656289
86,3.5566969517364729e-06,0.00071897901275283277
87,3.6914347551941458e-06,5.5339299804571156e-05
88,3.1214576281358727e-06,6.0372705553851811e-05
89,4.7872197957398752e-06,7.6468792192761545e-05
90,3.2534730510984452e-06,0.00031070000497149177
91,3.5795011984501668e-06,9.8959911910086545e-05
92,4.639303882658852e-06,0.0012889408584063251
93,4.0931679617104762e-06,0.00024345388118416776
94,4.5700426814801995e-06,0.00020021361520316982
95,4.4404670413784453e-06,0.00016894084960726973
96,3.9862398129071461e-06,0.00048651184696863565
97,3.3334486790766076e-06,0.00033548277693003291
98,4.4317907008455314e-06,0.00024647475756946815
99,3.7756153806000693e-06,0.0001023291865954184
