epoch,loss,val_loss
86,4.9594738236870242e-05,0.012294891758256609
87,4.2916567689322255e-05,0.01480888730588344
88,3.5311750232200787e-05,0.011040414715246591
89,4.1053234346186121e-05,0.0079946900322783714
90,3.9635579749416513e-05,0.010457110891710161
91,4.5259938768214181e-05,0.0094366598048935407
92,4.5595108313793704e-05,0.010824947432837205
93,4.2677206615027189e-05,0.0055031300570434569
94,3.7032334095155655e-05,0.0076043492978593958
95,4.0322576987449502e-05,0.011402993997861002
96,4.7870804091071146e-05,0.011741038898492718
97,4.8937330460457056e-05,0.0075035955324802579
98,4.0092221072720048e-05,0.006371353122868878
99,4.5682654103727902e-05,0.0069283695277566016
0,0.00040536039009546202,0.028400892416858888
1,0.00019365825710949725,0.013780661522423339
2,0.0001363742509880312,0.0077843597323754843
3,0.00011355342648060984,0.010721257363650698
4,0.00011287668177518929,0.0035874052769337434
5,0.00010942095729656571,0.00084947946002694361
6,8.0962819389535865e-05,0.0065588820704797724
7,9.358164233378982e-05,0.0083517149767333085
8,8.9832517205405514e-05,0.0093127247880551243
9,7.3528369794565254e-05,0.0062947028166209368
10,7.5650589356646299e-05,0.0044151576538152592
11,6.3830680743284256e-05,0.011099444796235172
12,6.8294909409317295e-05,0.0040526975388951898
13,9.3017497265096986e-05,0.0033342870657860546
14,6.5537766204215586e-05,0.0014789445859063187
15,7.7631793225303112e-05,0.0023075149622084124
16,8.0127923865802586e-05,0.0033492233823841822
17,5.7505098899910979e-05,0.0050298302576510705
18,6.2780996821828564e-05,0.0040860278879066786
19,6.464982749754615e-05,0.0053481041287247412
20,6.0524891898745456e-05,0.0018554547820668333
21,6.5890908787588715e-05,0.011759007464459525
22,6.3852333038786407e-05,0.004736169561902437
23,6.7775605365906987e-05,0.006332013163780334
24,6.5023153507811216e-05,0.0047118616824961294
25,6.0098527516077864e-05,0.0075349741868023243
26,5.5737982294208998e-05,0.0025379401990067631
27,6.7606883841422403e-05,0.0070870663446578877
28,5.0134969895902393e-05,0.0039146000956865904
29,6.3428495163066653e-05,0.0042409760431927363
30,5.4271763608978345e-05,0.0020865943655972016
31,5.6126650197419957e-05,0.0079347583467366308
32,5.2721773334620278e-05,0.0095800260977710969
33,4.9337827234179579e-05,0.006669918383208559
34,5.0933020137493955e-05,0.0056846174279007551
35,5.0320607985133897e-05,0.0045590712323678719
36,6.4726642622720611e-05,0.0078661401772813153
37,7.5981561199909667e-05,0.011573373497204831
38,5.9535347494675733e-05,0.0073629683418060558
39,5.8944277051494834e-05,0.0034194026477640128
40,7.4044628662105254e-05,0.0093282109226680652
41,4.5526892244291177e-05,0.0040029631044869382
42,7.4099969147089061e-05,0.013814729722968466
43,4.918232078394762e-05,0.0069419272116598395
44,6.183909296969473e-05,0.0056403415710764475
45,5.3179776959991468e-05,0.0096935785371359152
46,4.2702585740968029e-05,0.0055258266192927726
47,4.7819657340834248e-05,0.0066831978638301447
48,5.1674849784643559e-05,0.010072955275173696
49,5.3699886322214903e-05,0.007758675609306002
50,4.5964948344488126e-05,0.0032733428936975411
51,5.7064560825378956e-05,0.01270989619191285
52,5.5727404234588935e-05,0.0055612966330432761
53,5.7278259220211237e-05,0.0054399555303926914
54,5.0073121356402757e-05,0.0019341358042704755
55,5.163688213301999e-05,0.0084918738335513014
56,6.1082559546172277e-05,0.0096567497127209145
57,5.3547967761286981e-05,0.0076038785969980496
58,4.804656602997391e-05,0.0072035590396053893
59,5.0802251325264798e-05,0.0050156992705353018
60,5.5457397528017389e-05,0.0045947362049540185
61,6.5212714351691988e-05,0.0039798060029190693
62,5.5273266502095109e-05,0.005001555003393901
63,6.1968523172939392e-05,0.0093933389730429945
64,5.2849127607031626e-05,0.01009552073200346
65,5.4808869245206319e-05,0.0067274545117348202
66,5.561543758985985e-05,0.0071623433230448962
67,5.8740545499136967e-05,0.0085269394617803369
68,4.7609725400112202e-05,0.011873622531397059
69,4.5404467925636465e-05,0.0061283966841180326
70,4.4946973829377746e-05,0.00341721688090782
71,5.6811964117057648e-05,0.0081069317190582135
72,5.1076314820718245e-05,0.0079624347671691017
73,4.4892309245781614e-05,0.011620241922593672
74,5.4306133813446602e-05,0.0055198840147054375
75,5.0337789751194633e-05,0.010406534717368137
76,5.1919327066701497e-05,0.0070961757077294668
77,4.7098596317201173e-05,0.0099164287772681142
78,4.1763305538380939e-05,0.0061101733017902395
79,4.8863795224775301e-05,0.0073997795734775879
80,6.3634443113228233e-05,0.012567174071216363
81,5.4544021410780394e-05,0.0073999343588066003
82,5.905177013241454e-05,0.0094459934499179481
83,5.1620218929841971e-05,0.0094442583115864343
84,4.8835681307928547e-05,0.016807254484746053
85,4.9322301500950386e-05,0.010112720402205601
86,5.5401925669990597e-05,0.016824626928141066
87,4.6035750679874838e-05,0.012795950586003389
88,4.8568435878252233e-05,0.013467141908422246
89,5.4925807979194896e-05,0.0099688815005744714
90,5.7159823955514629e-05,0.014434478106812445
91,4.7498345952488212e-05,0.0099883260129169961
92,5.392330813509996e-05,0.010664565320076596
93,5.1715147255809199e-05,0.015976042111379183
94,5.5136561807439608e-05,0.016395521343940442
95,4.3956975844394281e-05,0.0099407416902667304
96,6.4067701367852422e-05,0.0094929845724228742
97,4.6421706710513753e-05,0.011212816670867969
98,5.7195972413812074e-05,0.015336766876614415
99,5.8103504997001799e-05,0.0129082956590957
