,MeanValenceVisualMSE,MeanValenceVisualPCC,MeanValenceAudioMSE,MeanValenceAudioPCC,MeanArousalAudioMSE,MeanArousalAudioPCC,MeanArousalVisualMSE,MeanArousalVisualPCC,MeanValenceLowLevelMSE,MeanValenceLowLevelPCC,MeanValenceDeepMSE,MeanValenceDeepPCC,MeanArousalLowLevelMSE,MeanArousalLowLevelPCC,MeanArousalDeepMSE,MeanArousalDeepPCC
0,0.0551269957069,0.183761509889,0.0658812026355,0.143187436711,0.0380313143568,-0.142705049914,0.0584153587342,0.0855865395848,0.0460806954421,0.460326836684,0.09297426861,-0.170853137017,0.0703473100003,-0.0761080431589,0.0680859987556,0.240074032516
1,0.226883885452,-0.218724191728,0.102596853703,0.263797063694,0.044360339054,0.558241072709,0.0657838116287,0.0227016211318,0.201201362037,0.210898519094,0.199459114008,-0.0195734984754,0.0700329771444,-0.238888664201,0.0564720310049,0.349387696933
2,0.103234363482,0.104842813503,0.0539542313279,0.00385937411114,0.0502523679761,0.271445691186,0.0461245781409,-0.238028914296,0.0551371652221,-0.0502466528336,0.0995792755604,0.029221952052,0.0371103573767,0.0503034992,0.0375608125116,0.0589695928512
3,0.126139187584,-0.020851464639,0.0673086100168,0.424451518029,0.0577799215609,0.187240575809,0.0494921438617,0.448220512132,0.0844792690259,0.312360805302,0.0881291703348,0.444574206825,0.0542583689111,0.379918899644,0.0541659765114,0.0866854530963
4,0.0964582030825,-0.0115747830828,0.073600337276,-0.0530542014337,0.0714508268412,0.415999370045,0.214380299007,0.0808351732326,0.075633152927,-0.0603347271988,0.0602200114967,0.227678790308,0.11739689298,0.159337782778,0.0892353114319,0.0761744669503
5,0.191375431353,0.0351035291933,0.156754464415,0.452961181781,0.09078927676,0.0486123804165,0.0650238818945,0.0805961060561,0.212275470769,-0.137952384226,0.147766108833,0.584720367609,0.109431782644,-0.310839800654,0.0839692165759,0.109903043878
6,0.159541166289,-0.257217008427,0.14581356525,0.000267083944755,0.0586490968471,-0.0830398817478,0.0790078436874,0.392091612189,0.2347480996,-0.0804190198081,0.151989570192,0.381304920577,0.139420229064,-0.0701022804787,0.075188828391,0.323674002734
7,0.041429517525,-0.0737726668068,0.0749865350159,-0.234523914453,0.0346397584354,0.598111883304,0.0566817423651,0.50064858798,0.0471939268141,0.248206909051,0.0294112008066,0.219616660943,0.0729431130489,-0.179161459648,0.0409797242753,0.488201142015
8,0.123931571503,0.0159847616898,0.0907134820846,0.319390236568,0.0462712734963,0.584885829623,0.082173111587,0.295247613769,0.0901592123384,0.332122748582,0.101027194681,0.14012925652,0.0895227974972,0.271828156004,0.0972665139422,0.383682939148
9,0.179414679916,-0.0234125369782,0.0633181054951,-0.383782351947,0.348925714769,0.384286414307,0.169248186701,-0.615468087541,0.113685006277,-0.169476759562,0.146641342133,0.279449378336,0.254199798947,0.23130425684,0.295981155202,0.499707798516
10,0.197856874123,-0.0809253591454,0.10369201913,-0.0243066177902,0.0317290885815,0.454629811931,0.0902485857359,-0.319900955544,0.114912037419,-0.317071703025,0.0891653023158,-0.0734088055844,0.06551279078,0.108732719169,0.0464634427311,0.654679834879
11,0.0517423240344,0.027326828217,0.0517934171889,0.708789972229,0.0609659797742,-0.143534041561,0.042717924215,0.570289652269,0.049136992795,0.194748651018,0.0982420962491,0.135382774176,0.0684626694111,-0.485492443423,0.0494950149654,0.245447120459
12,0.155479599532,-0.182484265859,0.196216104861,0.00600628912851,0.0742709722095,0.0769147740342,0.103913983368,0.358216726789,0.314173379978,-0.140389733423,0.185911443524,0.0772001695694,0.0918546853343,0.164641369373,0.105919679711,0.582661803583
13,0.0788984285421,0.181967954374,0.10354981242,-0.363684272688,0.17646358943,0.251104846722,0.18819189183,0.0598439838663,0.11627074128,-0.363778478149,0.0783670279953,0.213608393195,0.201925016137,-0.167457933404,0.154076931201,0.274912808778
14,0.267447933732,-0.0777447423553,0.146954312092,0.0324669137963,0.0883578478709,0.20628286733,0.0972669203338,0.152826850547,0.183990245206,0.193278474805,0.22617409409,0.140362328969,0.106212314814,0.145641908141,0.091330027598,0.219608833319
15,0.15701687006,0.141965099594,0.417572261105,0.0529239655536,0.0289093908006,0.279968873123,0.0118924535071,-0.845257311845,0.25428654559,0.571964253562,0.330868883128,0.717996252843,0.0250494251139,-0.147208597867,0.02860966221,-0.0340298294844
16,0.166735451729,-0.0643212341083,0.141340312877,-0.501472464543,0.184816163418,-0.551834818791,0.206255750452,-0.0167936359659,0.155878203002,-0.369519702048,0.126315851411,-0.368768807088,0.238265877352,-0.256449267398,0.213214053071,-0.125096946613
